Monitor Name,Monitor Description,Latitude,Longitude,Metric,Seasonal Metric,Statistic,Values
180110001,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.997484,-86.395172,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,52,41,31,41,37,31,32,39,48,36,33,49,41,51,53,66,40,37,54,68,75,56,56,30,49,28,51,58,62,65,46,52,39,47,52,61,64,45,70,75,58,55,67,71,34,36,49,64,70,76,83,81,71,54,50,48,57,74,70,62,61,64,53,43,41,55,62,46,59,71,73,77,65,58,73,77,71,66,50,70,69,49,38,44,48,49,39,25,44,60,49,45,70,51,52,59,62,60,51,47,47,44,52,54,42,54,42,41,44,32,44,46,51,59,70,61,40,47,48,53,67,72,71,62,58,50,50,50,58,55,52,76,68,52,39,74,49,46,39,51,37,39,55,52,48,37,33,64,85,71,35,41,50,63,65,71,76,52,45,27,41,56,36,40,61,41,30,46,49,70,64,75,84,49,84,46,28,12,44,47,61,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180570005,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",40.065194,-86.008061,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,66,78,59,53,29,50,30,53,60,66,69,49,53,43,42,52,63,67,44,72,77,58,53,71,76,37,41,53,67,69,82,87,88,79,57,53,49,60,77,77,65,68,68,58,45,40,57,68,50,59,70,70,75,64,63,73,71,74,76,55,70,70,51,42,48,64,56,44,31,47,61,48,48,79,50,52,59,69,63,59,56,43,45,52,59,43,63,44,54,49,38,48,50,58,64,73,73,49,50,55,53,68,75,84,64,62,55,54,54,63,59,56,65,67,53,44,71,53,49,36,58,39,45,63,57,54,40,37,62,84,71,35,40,50,57,68,72,82,57,47,31,44,47,38,42,56,40,32,41,55,78,67,68,86,48,69,54,28,11,43,46,57,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180570006,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",40.068297,-85.992451,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180590003,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.935008,-85.840513,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,51,47,31,39,37,32,31,36,49,37,37,48,42,50,52,62,36,41,55,65,74,54,52,27,50,25,50,57,63,63,45,51,42,41,53,60,64,40,67,71,55,53,67,74,34,37,53,64,67,76,79,80,71,59,50,45,55,72,72,63,63,66,53,42,38,.,62,47,60,68,70,74,62,59,71,66,73,74,51,67,67,48,39,46,51,58,47,30,46,59,48,44,73,52,50,56,81,66,58,52,41,44,50,57,44,62,41,50,47,38,47,49,55,62,74,64,46,49,56,53,63,73,94,68,62,59,61,58,70,63,53,59,71,51,48,69,55,46,37,61,42,38,60,58,54,38,37,57,78,80,32,38,49,59,70,77,83,59,44,29,39,45,36,43,62,41,31,42,59,73,73,66,85,49,73,53,27,17,43,43,60,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180630004,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.758967,-86.397148,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,55,45,33,41,39,32,32,39,45,36,35,48,41,51,49,65,40,37,51,67,76,56,54,28,47,33,51,58,64,65,36,33,29,50,51,61,59,41,65,67,59,54,67,69,35,37,48,63,69,73,79,79,68,54,47,44,50,66,67,58,54,61,50,40,41,55,58,44,62,72,74,79,71,66,79,72,78,59,50,66,71,43,35,38,45,43,42,25,49,62,57,52,68,42,47,60,63,57,49,43,46,46,51,53,43,56,38,39,42,38,52,54,63,67,75,52,37,47,52,59,69,73,73,67,64,51,51,48,57,55,53,66,71,56,41,67,51,44,42,.,.,.,.,47,45,39,43,73,83,69,35,42,52,66,67,72,79,50,42,23,.,53,36,47,57,40,33,45,52,66,62,72,77,51,70,40,.,17,43,45,57,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180810002,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.417203,-86.152395,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,58,54,34,39,40,34,34,42,53,42,38,53,45,53,53,67,43,38,56,68,79,60,62,40,52,38,54,60,65,70,35,35,33,52,56,66,67,50,69,56,67,56,69,80,36,38,52,65,69,76,85,80,71,69,58,57,57,74,70,58,56,62,53,43,47,57,61,47,73,66,71,78,70,59,70,77,84,64,52,70,76,51,46,46,39,54,50,30,40,54,57,49,69,47,48,58,58,55,55,47,44,47,49,51,46,56,38,46,47,44,50,52,57,65,75,52,49,49,57,58,59,72,74,73,63,51,49,47,.,53,57,60,69,60,49,70,66,51,50,56,53,41,54,60,53,44,50,67,73,76,39,45,55,74,72,76,90,59,43,33,47,54,39,50,63,54,35,47,59,70,64,69,77,75,76,46,27,22,47,47,59,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970050,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.858961,-86.021341,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,52,44,31,40,37,32,31,37,49,34,37,49,42,51,53,63,40,42,56,65,75,57,57,29,46,26,52,58,65,65,44,49,39,46,53,62,68,42,66,75,59,54,67,74,35,40,52,65,70,75,83,83,72,62,51,45,54,72,72,60,65,68,56,43,43,56,64,47,63,69,72,77,64,59,74,68,78,71,52,70,73,47,39,49,53,56,48,31,46,60,51,48,78,52,53,61,80,66,60,54,46,48,55,57,46,69,39,50,49,41,50,50,58,66,77,65,44,50,57,58,65,77,95,71,65,59,60,53,73,64,59,63,75,54,42,77,61,51,39,60,45,40,61,57,52,41,41,65,83,79,36,42,50,69,73,74,84,55,43,26,45,48,36,44,58,42,32,42,54,70,70,67,80,51,74,47,24,15,44,46,57,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970057,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.749019,-86.186314,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,48,33,28,35,35,30,28,34,46,29,28,44,40,49,46,56,36,36,52,62,72,51,56,26,37,22,48,56,59,58,36,42,35,46,54,57,58,39,64,68,59,56,63,68,30,35,48,63,69,70,76,76,63,56,51,44,54,69,.,46,56,62,51,38,38,52,48,42,66,72,71,74,66,59,73,72,77,57,46,66,67,46,35,43,43,49,43,25,46,62,54,47,70,45,48,59,66,59,49,45,46,44,50,54,44,63,37,39,44,39,51,51,58,65,74,52,37,50,55,57,61,67,76,67,65,55,53,47,59,55,53,72,72,53,41,71,57,44,42,55,39,36,52,49,44,39,43,68,76,68,33,38,48,76,68,70,81,44,38,24,44,53,31,39,54,39,34,45,52,64,63,70,73,56,76,40,19,14,41,42,59,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970073,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.789167,-86.060833,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,42,39,27,32,30,27,24,27,41,29,29,33,35,43,43,46,31,29,40,55,70,50,49,25,42,20,40,51,58,58,29,41,31,39,47,56,63,37,59,62,49,44,62,69,25,28,35,53,63,67,77,76,.,.,.,.,.,.,.,55,59,63,49,35,32,49,60,41,56,63,66,68,62,55,66,69,76,65,45,63,68,38,28,40,48,56,47,29,37,51,45,40,68,44,46,54,71,62,54,49,40,41,48,50,42,67,35,45,42,33,42,44,49,58,68,57,37,43,48,50,57,66,83,72,61,54,58,54,.,61,57,64,75,48,41,71,60,47,34,55,44,37,57,54,49,36,36,61,81,77,28,33,42,68,66,74,80,52,41,26,39,44,29,33,51,35,23,35,46,64,67,64,78,47,71,45,23,15,37,38,52,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
181090005,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.575596,-86.477914,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,61,52,35,41,40,34,32,44,53,41,36,52,45,53,53,68,44,38,56,73,82,61,63,40,53,42,53,61,69,72,39,40,34,57,57,67,67,53,69,59,64,57,73,76,39,39,51,66,72,78,84,83,74,67,56,52,53,67,70,61,60,65,54,44,45,59,62,49,64,69,75,82,76,68,84,75,86,62,51,65,77,52,45,45,46,53,47,29,46,59,60,52,70,49,46,59,63,57,53,49,44,46,49,56,47,60,45,46,50,43,57,54,58,72,70,57,47,53,55,65,65,69,72,71,62,55,57,54,63,57,56,68,77,65,42,66,60,48,52,59,53,43,60,57,52,43,50,70,81,77,38,45,54,72,68,76,86,56,49,30,46,58,39,46,62,48,34,46,51,70,62,74,78,60,74,49,29,25,44,46,60,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
