Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46030,1,Incidence,0.000073185
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46031,1,Incidence,0.000011828
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46032,1,Incidence,0.000031104
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46033,1,Incidence,0.000029895
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46034,1,Incidence,0.000025615
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46035,1,Incidence,0.000078064
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46037,1,Incidence,0.000013901
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46038,1,Incidence,0.000024105
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46040,1,Incidence,0.000020786
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46050,1,Incidence,0.000079657
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46052,1,Incidence,0.000034656
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46055,1,Incidence,0.000013125
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46056,1,Incidence,0.000012391
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46060,1,Incidence,0.000047027
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46062,1,Incidence,0.000032882
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46064,1,Incidence,0.000015698
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46069,1,Incidence,0.000045127
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46071,1,Incidence,0.000057177
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46074,1,Incidence,0.000018935
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46075,1,Incidence,0.000022769
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46077,1,Incidence,0.000022473
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46105,1,Incidence,0.000058444
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46106,1,Incidence,0.000018261
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46107,1,Incidence,0.000135283
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46110,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46112,1,Incidence,0.000019915
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46113,1,Incidence,0.000074856
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46115,1,Incidence,0.000060381
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46117,1,Incidence,0.000121433
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46118,1,Incidence,0.000029035
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46120,1,Incidence,0.00000515
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46121,1,Incidence,0.000015793
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46122,1,Incidence,0.000034771
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46123,1,Incidence,0.000020946
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46124,1,Incidence,0.000039144
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46126,1,Incidence,0.000056803
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46128,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46130,1,Incidence,0.000022912
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46131,1,Incidence,0.000031027
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46135,1,Incidence,0.000024064
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46140,1,Incidence,0.000050427
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46142,1,Incidence,0.000043922
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46143,1,Incidence,0.000035075
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46147,1,Incidence,0.000023897
