Monitor Name,Monitor Description,Latitude,Longitude,Metric,Seasonal Metric,Statistic,Values
180110001,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.997484,-86.395172,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,35,20,22,41,41,38,31,29,28,35,26,27,30,39,45,48,47,32,32,43,53,55,44,47,38,38,32,35,38,41,33,29,43,48,50,36,26,23,42,35,35,41,34,36,41,41,35,32,34,34,34,23,35,43,29,26,36,49,40,42,45,48,29,38,30,35,28,36,31,40,53,45,29,41,48,41,36,43,47,56,43,36,39,42,48,43,35,37,32,34,42,48,31,30,38,45,35,31,40,43,39,33,28,29,43,48,53,55,44,38,35,35,26,29,41,35,42,39,53,26,32,37,32,47,48,33,39,35,25,32,22,25,40,39,32,31,28,37,36,43,38,48,37,47,33,30,35,36,40,38,37,42,45,39,37,32,16,32,29,31,26,36,32,15,24,17,20,26,32,35,42,43,37,47,50,56,43,39,37,40,39,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180570005,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",40.065194,-86.008061,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,36,17,23,41,44,42,35,29,33,38,28,28,32,36,47,51,47,38,34,44,53,55,49,51,41,41,34,37,41,45,33,32,44,50,53,38,27,23,41,35,38,42,32,35,43,43,35,32,34,33,35,20,35,47,32,27,36,49,42,43,47,53,28,41,33,38,29,38,35,41,53,51,33,42,50,43,39,43,48,59,44,38,39,40,51,44,41,39,32,29,41,51,35,30,38,51,44,35,42,53,47,37,29,32,47,53,65,59,47,41,41,38,27,32,51,38,45,41,50,30,35,44,34,42,.,.,38,36,27,35,22,26,37,41,35,30,26,38,37,45,39,53,44,53,33,31,38,41,43,40,39,41,44,47,38,36,19,30,30,38,26,38,43,14,27,20,20,26,32,33,41,45,41,44,44,49,42,38,35,38,39,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180570006,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",40.068297,-85.992451,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180590003,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.935008,-85.840513,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,37,21,22,41,43,41,35,32,32,37,27,26,30,39,45,50,50,38,28,44,50,56,48,49,39,39,32,35,41,45,33,33,44,48,50,38,25,23,40,35,36,41,32,35,41,42,35,30,33,33,33,19,37,46,31,25,37,49,38,43,45,52,30,43,30,38,30,38,35,39,53,50,29,42,51,41,38,41,52,55,45,38,38,42,47,40,40,38,32,29,44,50,34,29,38,46,41,35,39,47,44,38,29,31,48,53,59,56,47,41,41,38,26,40,44,37,47,44,45,29,37,44,32,40,44,35,38,34,25,36,21,27,36,38,35,32,26,38,39,41,38,46,44,48,33,32,38,38,44,39,40,40,44,57,43,38,17,30,29,35,25,38,39,14,26,20,17,26,31,31,43,44,43,45,47,50,42,35,31,38,40,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180630004,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.758967,-86.397148,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,33,.,20,38,39,41,32,31,27,35,28,27,29,39,47,49,46,30,32,41,51,56,45,47,39,38,33,35,39,42,35,30,42,48,49,36,23,21,41,34,35,40,29,35,41,41,35,29,34,35,34,17,40,41,28,24,37,47,38,42,43,46,23,32,29,32,27,37,31,39,48,45,29,38,46,40,33,41,44,53,40,32,35,41,44,39,32,33,29,35,40,47,26,30,38,39,30,28,35,42,36,28,29,29,41,43,47,49,38,37,34,35,26,32,36,33,41,38,44,23,30,33,29,39,46,27,36,32,24,31,22,26,38,39,32,33,28,37,34,40,38,49,38,50,35,32,41,37,40,37,45,42,51,41,41,31,16,31,29,32,25,33,32,12,25,18,18,25,29,35,41,32,40,38,47,50,41,37,34,38,37,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180810002,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.417203,-86.152395,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,38,21,23,41,40,44,35,35,34,38,29,26,32,38,47,50,46,38,30,41,52,57,48,48,40,41,34,36,40,47,37,33,42,48,50,39,27,23,39,36,37,42,33,37,43,43,37,33,37,37,39,23,38,44,32,25,38,52,36,43,44,46,33,33,29,32,29,34,33,41,49,48,35,41,44,43,35,42,43,52,44,35,36,44,45,39,36,35,27,35,42,48,35,28,35,38,38,31,37,46,41,32,32,33,48,44,53,51,46,39,34,38,29,33,42,38,38,39,38,25,35,32,40,43,39,30,38,33,27,31,26,32,38,45,34,33,33,39,38,38,41,41,41,45,37,31,39,31,40,37,41,44,44,38,47,32,16,32,29,32,27,36,31,14,26,21,21,28,34,33,.,.,.,.,.,50,41,37,26,42,39,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970050,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.858961,-86.021341,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,36,18,21,42,42,41,34,31,32,37,27,27,32,37,45,49,46,38,32,43,50,56,47,48,40,41,31,36,39,43,31,32,44,49,50,36,26,23,40,35,38,41,29,36,41,43,36,28,35,35,35,17,38,44,30,28,38,49,38,43,45,50,26,35,31,35,30,38,35,41,52,49,29,44,52,43,37,42,47,57,43,36,39,43,46,40,38,38,32,31,44,50,29,29,38,47,38,34,42,48,44,35,30,32,48,55,62,55,45,38,42,38,28,38,47,38,56,44,50,29,37,41,35,41,48,34,44,35,27,36,23,27,35,42,34,33,28,38,38,42,41,50,42,52,34,32,38,39,43,40,39,41,44,50,46,35,17,30,29,34,26,36,38,11,26,19,17,26,31,33,41,41,32,44,45,50,44,37,30,38,39,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970057,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.749019,-86.186314,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,35,17,15,41,40,38,32,28,29,31,25,25,29,33,38,43,44,35,30,40,47,54,45,40,38,38,29,32,37,37,28,29,41,44,46,29,23,20,41,32,33,41,26,33,38,40,35,25,31,32,32,13,38,41,28,23,36,50,32,41,42,44,23,31,26,30,27,35,28,36,47,44,25,40,47,38,32,38,44,56,41,34,35,41,41,36,32,32,29,30,41,46,24,29,38,41,32,29,35,42,37,29,29,20,40,45,53,47,41,38,36,35,26,34,41,35,48,38,47,22,33,37,32,41,44,29,39,32,23,32,22,26,37,39,31,32,29,38,34,41,40,41,36,50,35,29,35,35,39,35,42,41,44,40,41,30,12,30,28,30,24,36,32,8,25,17,14,25,27,32,39,39,35,44,46,44,41,33,30,39,35,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
180970073,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.789167,-86.060833,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,31,14,13,35,35,32,29,20,28,32,22,20,23,32,40,44,40,32,19,34,42,47,41,43,29,27,23,24,33,38,29,26,32,39,44,33,15,14,33,29,24,35,26,24,32,35,29,20,25,26,25,9,27,38,26,19,29,39,34,35,38,44,22,31,29,30,26,33,30,34,46,44,29,38,45,35,29,33,43,53,38,29,32,38,41,35,33,32,26,26,40,45,29,23,32,42,34,30,37,42,39,30,26,29,.,47,54,47,38,38,37,32,23,30,41,35,50,38,46,20,35,36,31,38,44,28,44,30,23,30,20,25,32,38,29,30,27,35,35,39,38,44,41,52,35,28,34,35,42,39,41,41,43,47,47,32,17,30,29,34,25,35,35,13,26,20,18,28,32,32,41,46,32,43,44,46,40,35,30,39,35,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
181090005,"MethodCode=120','LandUse=COMMERCIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=44201'",39.575596,-86.477914,D8HourMax,,,".,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,36,23,22,41,41,41,35,34,31,36,29,27,30,40,49,52,48,35,32,43,52,58,50,49,38,40,34,36,42,44,38,32,41,48,51,39,26,22,40,36,35,42,33,37,42,44,37,32,37,37,38,14,40,43,31,25,38,51,41,44,44,47,32,37,32,33,28,40,35,42,49,45,35,43,48,43,35,42,45,53,47,37,37,44,48,44,37,38,32,37,42,50,36,29,42,40,32,.,.,46,41,34,30,34,44,47,53,50,44,41,38,39,29,35,39,38,43,41,46,25,35,38,35,42,49,32,41,32,26,32,24,29,38,42,35,36,31,38,39,38,42,47,39,47,38,33,41,38,44,37,46,44,47,38,47,32,16,31,30,33,26,36,31,14,27,20,21,26,32,38,40,40,40,43,46,50,44,37,34,42,39,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,."
