Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46030,1,Incidence,0.000056922
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46031,1,Incidence,0.000047312
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46032,1,Incidence,0.000022565
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46033,1,Incidence,0.000019082
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46034,1,Incidence,0.000025615
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46035,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46037,1,Incidence,0.000019946
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46038,1,Incidence,0.00003214
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46040,1,Incidence,0.000018477
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46050,1,Incidence,0.000015931
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46052,1,Incidence,0.000031883
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46055,1,Incidence,0.000024063
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46056,1,Incidence,0.000037173
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46060,1,Incidence,0.000054864
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46062,1,Incidence,0.000022498
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46064,1,Incidence,0.000027907
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46069,1,Incidence,0.000045127
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46071,1,Incidence,0.000024504
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46074,1,Incidence,0.000022378
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46075,1,Incidence,0.000011384
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46077,1,Incidence,0.00001988
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46105,1,Incidence,0.000029222
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46106,1,Incidence,0.00000913
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46107,1,Incidence,0.000079721
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46110,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46112,1,Incidence,0.000025277
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46113,1,Incidence,0.000065944
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46115,1,Incidence,0.000030191
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46117,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46118,1,Incidence,0.000023228
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46120,1,Incidence,0.000030902
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46121,1,Incidence,0.000021058
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46122,1,Incidence,0.00002379
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46123,1,Incidence,0.000016918
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46124,1,Incidence,0.000031315
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46126,1,Incidence,0.000022721
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46128,1,Incidence,0.000030358
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46130,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46131,1,Incidence,0.000024445
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46135,1,Incidence,0.000031469
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46140,1,Incidence,0.000019865
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46142,1,Incidence,0.000032464
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46143,1,Incidence,0.000030621
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46147,1,Incidence,0.000031863
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46149,1,Incidence,0.000013869
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46150,1,Incidence,0.000169441
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46151,1,Incidence,0.000033851
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46157,1,Incidence,0.000064288
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46158,1,Incidence,0.000093251
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46160,1,Incidence,0.000028735
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46161,1,Incidence,0.000010694
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46162,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46163,1,Incidence,0.00000822
