Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46030,1,Incidence,0.000065053
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46031,1,Incidence,0.000011828
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46032,1,Incidence,0.000031104
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46033,1,Incidence,0.000029895
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46034,1,Incidence,0.000021346
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46035,1,Incidence,0.000078064
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46037,1,Incidence,0.000011484
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46038,1,Incidence,0.000020757
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46040,1,Incidence,0.000016167
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46050,1,Incidence,0.000079657
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46052,1,Incidence,0.000031883
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46055,1,Incidence,0.00000875
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46056,1,Incidence,0.000012391
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46060,1,Incidence,0.000043108
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46062,1,Incidence,0.000031151
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46064,1,Incidence,0.000015698
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46069,1,Incidence,0.000045127
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46071,1,Incidence,0.000049009
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46074,1,Incidence,0.000017214
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46075,1,Incidence,0.000022769
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46077,1,Incidence,0.000021609
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46105,1,Incidence,0.000058444
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46106,1,Incidence,0.000013695
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46107,1,Incidence,0.000130452
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46110,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46112,1,Incidence,0.000017617
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46113,1,Incidence,0.000074856
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46115,1,Incidence,0.000045286
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46117,1,Incidence,0.000121433
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46118,1,Incidence,0.000017421
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46120,1,Incidence,0.00000515
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46121,1,Incidence,0.000010529
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46122,1,Incidence,0.000032941
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46123,1,Incidence,0.000020946
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46124,1,Incidence,0.000035229
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46126,1,Incidence,0.000056803
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46128,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46130,1,Incidence,0.000011456
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46131,1,Incidence,0.000030087
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46135,1,Incidence,0.000022213
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46140,1,Incidence,0.000050427
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46142,1,Incidence,0.000039148
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46143,1,Incidence,0.000034518
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46147,1,Incidence,0.000023897
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46149,1,Incidence,0.000013869
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46150,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46151,1,Incidence,0.000023212
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46157,1,Incidence,0.000048216
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2007,,,,5,17,46158,1,Incidence,0.000079574
